event_date,buy_date,topic,topic_display,instrument,post_count,avg_sentiment,sentiment_label,total_engagement,platform,headline_text,buy_price,presidency_era,in_office,return_1d_pct,value_1d,return_1w_pct,value_1w,return_1m_pct,value_1m
2011-08-16,2011-08-16,tariffs_china,Tariffs & China,sp500,1,0.0,neutral,175,Twitter,China owes us money.... http://bit.ly/mWTiBH  #trumpvlog,1192.76,Not President (Pre-2017),Not In Office,0.0947,100094.74,-2.5495,97450.45,1.3708,101370.77
2011-08-19,2011-08-19,tariffs_china,Tariffs & China,sp500,2,0.4811,positive,1238,Twitter,@BarackObama is sure a master delegator. He has sent @Joe_Biden to China. The Chinese are laughing at us. We MUST do better.,1123.53,Not President (Pre-2017),Not In Office,0.0258,100025.8,4.7413,104741.31,7.1703,107170.26
2011-08-24,2011-08-24,tariffs_china,Tariffs & China,sp500,1,-0.6249,negative,516,Twitter,"Just as I predicted, @Joe_Biden was a complete disaster in China. He condoned the Chinese one-child policy an… (cont) http://deck.ly/~sjayl ",1177.6,Not President (Pre-2017),Not In Office,-1.5566,98443.44,3.5063,103506.28,-3.4961,96503.91
2011-08-25,2011-08-25,tariffs_china,Tariffs & China,sp500,1,-0.6486,negative,288,Twitter,"China's corporate espionage is a continued threat to the American economy. With the right leadership, it can be stopped.",1159.27,Not President (Pre-2017),Not In Office,1.5122,101512.16,3.8947,103894.69,0.3174,100317.44
2011-08-30,2011-08-30,tariffs_china,Tariffs & China,sp500,1,0.2732,positive,200,Twitter,China's business interests reach far and wide---even domestically within our borders. We need to reassess our relationship.,1212.92,Not President (Pre-2017),Not In Office,0.4922,100492.2,-3.931,96068.99,-4.33,95669.95
2011-09-08,2011-09-08,tariffs_china,Tariffs & China,sp500,1,0.7717,positive,698,Twitter,China is happy to learn that @BarackObama plans to borrow another $300 Billion. @BarackObama is their favorite client.,1185.9,Not President (Pre-2017),Not In Office,-2.6705,97329.45,1.9572,101957.16,0.7581,100758.07
2011-09-14,2011-09-14,tariffs_china,Tariffs & China,sp500,1,-0.5106,negative,47,Twitter,My interview yesterday with @TeamCavuto where I discuss Dick Cheney and China http://bit.ly/pzfJd7 ,1188.6801,Not President (Pre-2017),Not In Office,1.7187,101718.7,-1.8441,98155.93,3.0201,103020.15
2011-09-16,2011-09-16,tariffs_china,Tariffs & China,sp500,1,0.5574,positive,232,Twitter,If China had a tenth of the natural resources we do then they would already be energy independent. Instead we continue to buy oil from OPEC.,1216.01,Not President (Pre-2017),Not In Office,-0.9803,99019.74,-6.5443,93455.65,-1.2459,98754.12
2011-09-21,2011-09-21,tariffs_china,Tariffs & China,sp500,2,-0.1094,negative,4978,Twitter,China is neither an ally or a friend--they want to beat us and own our country.,1166.76,Not President (Pre-2017),Not In Office,-3.1883,96811.69,-1.3456,98654.4,6.1272,106127.22
2011-09-23,2011-09-23,tariffs_china,Tariffs & China,sp500,1,0.1779,positive,370,Twitter,Our deficit spending is China’s gain. @BarackObama is bankrupting our country.,1136.4301,Not President (Pre-2017),Not In Office,2.3336,102333.61,-0.4409,99559.14,10.3623,110362.26
2011-09-28,2011-09-28,tariffs_china,Tariffs & China,sp500,1,-0.836,negative,542,Twitter,China is stealing our jobs. We need to demand China stop manipulating its currency and end its rampant corporate espionage.,1151.0601,Not President (Pre-2017),Not In Office,0.8114,100811.42,-0.6108,99389.25,11.644,111644.04
2011-09-29,2011-09-29,tariffs_china,Tariffs & China,sp500,1,0.431,positive,147,Twitter,"China does not negotiate from a position of strength, we simply negotiate against ourselves. We have all the advantages but don't execute.",1160.4,Not President (Pre-2017),Not In Office,-2.4974,97502.59,0.3938,100393.83,8.0059,108005.86
2011-10-06,2011-10-06,tariffs_china,Tariffs & China,sp500,1,-0.5267,negative,130,Twitter,China is threatening Washington over the currency bill. We should pass it immediately.,1164.97,Not President (Pre-2017),Not In Office,-0.8163,99183.67,3.3211,103321.12,8.2534,108253.43
2011-10-12,2011-10-12,tariffs_china,Tariffs & China,sp500,1,0.0,neutral,110,Twitter,Mitt Romney is right about the Chinese rip-off of America.,1207.25,Not President (Pre-2017),Not In Office,-0.2974,99702.63,0.2179,100217.85,4.6883,104688.34
2011-10-14,2011-10-14,tariffs_china,Tariffs & China,sp500,2,-0.63,negative,129,Twitter,"Stop ""The China Curse"" -- Pass the Chinese Currency Bill!",1224.58,Not President (Pre-2017),Not In Office,-1.937,98063.01,1.1163,101116.3,2.2212,102221.17
2011-10-17,2011-10-17,tariffs_china,Tariffs & China,sp500,2,-0.2101,negative,270,Twitter,China's military buildup is a major threat to the Free World. We must remain resolute and maintain our national defense at all costs.,1200.86,Not President (Pre-2017),Not In Office,2.0419,102041.87,4.441,104440.98,3.002,103002.02
2011-10-18,2011-10-18,tariffs_china,Tariffs & China,sp500,2,-0.1237,negative,353,Twitter,@BarackObama is holding Taiwan's request for 66 advanced F-16's. Wrong message to send to China.,1225.38,Not President (Pre-2017),Not In Office,-1.2649,98735.09,0.2995,100299.5,-0.7549,99245.13
2011-10-19,2011-10-19,tariffs_china,Tariffs & China,sp500,1,-0.1531,negative,180,Twitter,Both @BarackObama and China have embraced OWS. All want the decline of America. Time for the protesters to go home.,1209.88,Not President (Pre-2017),Not In Office,0.4554,100455.42,2.6548,102654.81,0.4769,100476.91
2011-10-21,2011-10-21,tariffs_china,Tariffs & China,sp500,1,-0.7922,negative,626,Twitter,"Why do we continue to sit idly by while China steals our national security and corporate secrets? China is an enemy, not a friend.",1238.25,Not President (Pre-2017),Not In Office,1.2873,101287.29,3.7828,103782.76,-3.656,96344.03
2011-10-25,2011-10-25,tariffs_china,Tariffs & China,sp500,1,0.2714,positive,211,Twitter,Why does the federal government send foreign aid to China? Unbelievable! Washington is financing America's de… (cont) http://deck.ly/~2h6F4 ,1229.05,Not President (Pre-2017),Not In Office,1.0537,101053.66,-0.8763,99123.71,-5.7264,94273.63
2011-10-26,2011-10-26,tariffs_china,Tariffs & China,sp500,1,-0.7351,negative,215,Twitter,When will Washington stand up to China. China is manipulating its currency and stealing our jobs. Washington should move on legislation.,1242.0,Not President (Pre-2017),Not In Office,3.4291,103429.15,-0.3301,99669.89,-6.7093,93290.66
2011-11-01,2011-11-01,tariffs_china,Tariffs & China,sp500,1,0.0,neutral,283,Twitter,THe Chinese military is already hacking our satellites http://reut.rs/vFvKYW . The Chinese government is not an American ally.,1218.28,Not President (Pre-2017),Not In Office,1.6105,101610.47,4.7313,104731.26,2.1588,102158.78
2011-11-02,2011-11-02,tariffs_china,Tariffs & China,sp500,1,-0.4939,negative,274,Twitter,Another company that the DOE has given money to just filed for bankruptcy. This is how the money we borrow at 40% from China is wasted.,1237.9,Not President (Pre-2017),Not In Office,1.8782,101878.18,-0.7109,99289.12,0.5154,100515.39
2011-11-04,2011-11-04,tariffs_china,Tariffs & China,sp500,1,-0.3724,negative,116,Twitter,"China 'scorns' US cyber espionage charges--China does not respect us http://reut.rs/vloYTi  and feels Obama is a ""dummy""",1253.23,Not President (Pre-2017),Not In Office,0.6296,100629.57,0.8474,100847.41,0.3072,100307.21
2011-11-10,2011-11-10,tariffs_china,Tariffs & China,sp500,1,0.0,neutral,69,Twitter,China is advocating on behalf of Iran's nuclear program -- the Chinese oppose both sanctions and any militar… (cont) http://deck.ly/~BlGDb ,1239.7,Not President (Pre-2017),Not In Office,1.9481,101948.05,-1.9013,98098.73,-0.2605,99739.45
2011-11-14,2011-11-14,tariffs_china,Tariffs & China,sp500,1,-0.2263,negative,98,Twitter,@BarackObama delayed the Keystone pipeline decision until 2013. Now Canada is looking to export more oil to China. http://bit.ly/uCGpeC ,1251.78,Not President (Pre-2017),Not In Office,0.4817,100481.72,-4.6973,95302.69,-3.1923,96807.74
2011-11-17,2011-11-17,tariffs_china,Tariffs & China,sp500,1,-0.2023,negative,354,Twitter,"China is complaining about 2,500 marines being placed in Australia. Meanwhile they are building bases across Latin America. #TimeToGetTough",1216.13,Not President (Pre-2017),Not In Office,-0.0395,99960.53,-4.7248,95275.18,-0.8864,99113.58
2011-11-18,2011-11-18,tariffs_china,Tariffs & China,sp500,1,-0.4767,negative,447,Twitter,Why is @BarackObama delaying the sale of F-16 aircraft to Taiwan? Wrong message to send to China. #TimeToGetTough,1215.65,Not President (Pre-2017),Not In Office,-1.8648,98135.15,-4.6872,95312.8,-0.8473,99152.72
2011-11-21,2011-11-21,tariffs_china,Tariffs & China,sp500,1,0.0,neutral,221,Twitter,China's economy is now projected to overtake the US as the world's largest economy by 2027 http://tgr.ph/uSvGQ4  #TimeToGetTough,1192.98,Not President (Pre-2017),Not In Office,-0.4141,99585.91,-0.036,99963.96,4.2532,104253.21
2011-11-22,2011-11-22,tariffs_china,Tariffs & China,sp500,2,-0.3382,negative,526,Twitter,Why are we giving China foreign aid? Couldn't the Super Committee have agreed to at least cut that outlay? #TimeToGetTough,1188.04,Not President (Pre-2017),Not In Office,-2.2095,97790.48,0.6018,100601.82,5.552,105552.0
2011-11-23,2011-11-23,tariffs_china,Tariffs & China,sp500,1,0.3374,positive,184,Twitter,American sanctions alone cannot stop Iran's nuclear drive--and @BarackObama cannot get China and Russia to agree on new Iranian sanctions.,1161.79,Not President (Pre-2017),Not In Office,-0.2686,99731.45,7.3309,107330.93,8.9121,108912.11
2011-11-28,2011-11-28,tariffs_china,Tariffs & China,sp500,1,0.4404,positive,110,Twitter,Washington will continue to run record deficits into the election. We are borrowing at a rate of $1.40 from China. Truly unsustainable.,1192.55,Not President (Pre-2017),Not In Office,0.2214,100221.37,5.4111,105411.09,4.7872,104787.22
2011-11-29,2011-11-29,tariffs_china,Tariffs & China,sp500,1,0.5267,positive,296,Twitter,America's trade deficit with China is one of our greatest national security threats. Time for Fair Trade. We must produce our own products.,1195.1899,Not President (Pre-2017),Not In Office,4.3315,104331.54,5.2946,105294.56,5.6753,105675.26
2011-11-30,2011-11-30,tariffs_china,Tariffs & China,sp500,1,0.7003,positive,64,Twitter,China is so brazen that they now give us economic advice--they tell us what to do---much like a strong stockh… (cont) http://deck.ly/~ltB8C ,1246.96,Not President (Pre-2017),Not In Office,-0.1909,99809.14,1.1267,101126.74,0.8533,100853.28
2011-12-01,2011-12-01,tariffs_china,Tariffs & China,sp500,1,0.6705,positive,126,Twitter,"When it comes to China, @BarackObama practices ""pretty please"" diplomacy. He begs and pleads and bows--and it'… (cont) http://deck.ly/~Q9lAG ",1244.58,Not President (Pre-2017),Not In Office,-0.0241,99975.9,-0.822,99178.04,2.6097,102609.72
2011-12-02,2011-12-02,tariffs_china,Tariffs & China,sp500,2,0.6987,positive,2074,Twitter,"We are building China's wealth by buying all their products, even though we make better products in America.",1244.28,Not President (Pre-2017),Not In Office,1.0287,101028.71,0.8768,100876.8,2.6345,102634.46
2011-12-05,2011-12-05,tariffs_china,Tariffs & China,sp500,1,-0.0572,negative,102,Twitter,#TimeToGetTough: Making America #1 Again--my new book--available today. The book both China and OPEC do NOT want you to read.,1257.08,Not President (Pre-2017),Not In Office,0.1106,100110.57,-1.6395,98360.49,1.6085,101608.49
2011-12-09,2011-12-09,tariffs_china,Tariffs & China,sp500,1,0.1531,positive,36,Twitter,"#TimeToGetTough presents bold solutions on taxes, national security, the debt, dealing with OPEC and China and defeating @BarackObama.",1255.1899,Not President (Pre-2017),Not In Office,-1.4914,98508.6,-2.8306,97169.36,2.0324,102032.37
2011-12-12,2011-12-12,tariffs_china,Tariffs & China,sp500,2,0.1132,positive,661,Twitter,Why did @BarackObama let Iran keep our drone? Now it is going straight to the Chinese. He should have taken it out.,1236.47,Not President (Pre-2017),Not In Office,-0.8686,99131.4,-2.5168,97483.16,4.5298,104529.83
2011-12-14,2011-12-14,tariffs_china,Tariffs & China,sp500,1,0.4588,positive,132,Twitter,"The Mullahs laughed when @BarackObama ""asked"" Iran to return our drone--they will show it to China first.",1211.8199,Not President (Pre-2017),Not In Office,0.3243,100324.31,2.6324,102632.41,6.3764,106376.37
2011-12-15,2011-12-15,tariffs_china,Tariffs & China,sp500,1,0.4939,positive,103,Twitter,#trumpvlog China is laughing.... http://youtu.be/Iyae36yHp54 ,1215.75,Not President (Pre-2017),Not In Office,0.3216,100321.61,3.1462,103146.21,6.4092,106409.21
2011-12-16,2011-12-16,tariffs_china,Tariffs & China,sp500,3,-0.2976,negative,400,Twitter,China just put a tariff on US cars and trucks--22%--China is laughing at our inept leaders. @BarackObama,1219.66,Not President (Pre-2017),Not In Office,-1.1733,98826.72,3.7445,103744.49,6.0681,106068.08
2011-12-19,2011-12-19,tariffs_china,Tariffs & China,sp500,3,-0.1468,negative,103,Twitter,Our diplomats are weak: @JonHuntsman's China policy proves why we need businesmen to negotiate against China.,1205.35,Not President (Pre-2017),Not In Office,2.9825,102982.54,4.9845,104984.45,8.5195,108519.52
2011-12-20,2011-12-20,tariffs_china,Tariffs & China,sp500,1,0.0,neutral,420,Twitter,China taxing imports from the US --22%-- why aren't we taxing China?,1241.3,Not President (Pre-2017),Not In Office,0.195,100194.96,1.9439,101943.94,5.897,105897.04
2011-12-27,2011-12-27,tariffs_china,Tariffs & China,sp500,2,-0.2775,negative,408,Twitter,China hacked the U.S. Chamber of Commerce and now has the information of all 3 million members. China keeps (cont) http://tl.gd/evpm0i ,1265.4301,Not President (Pre-2017),Not In Office,-1.2478,98752.2,0.9191,100919.06,4.1883,104188.3
2011-12-28,2011-12-28,tariffs_china,Tariffs & China,sp500,1,-0.0516,negative,171,Twitter,China has 5 oil projects in Iraq and we didn't get anything from the Iraqis except asked to leave. Iraq is going (cont) http://tl.gd/f0ec7f ,1249.64,Not President (Pre-2017),Not In Office,1.0707,101070.71,2.2134,102213.44,5.3367,105336.74
2011-12-30,2011-12-30,tariffs_china,Tariffs & China,sp500,1,-0.4019,negative,305,Twitter,When will the US government finally classify China as a currency manipulator? China is robbing us blind and @BarackObama defends them.,1257.6,Not President (Pre-2017),Not In Office,1.5474,101547.4,1.607,101607.04,4.406,104406.01
2012-01-04,2012-01-04,tariffs_china,Tariffs & China,sp500,1,-0.0772,negative,225,Twitter,"""Under President @BarackObama, China has experienced unusually fast gains and America unusually fast losses."" #TimeToGetTough",1277.3,Not President (Pre-2017),Not In Office,0.2944,100294.38,1.1884,101188.44,5.2924,105292.41
2012-01-05,2012-01-05,tariffs_china,Tariffs & China,sp500,1,0.0772,positive,92,Twitter,China is driving the price of gold up in order to ease pressure against Iranian sanctions. http://bit.ly/zTIER0 ,1281.0601,Not President (Pre-2017),Not In Office,-0.2537,99746.3,1.1272,101127.18,4.9389,104938.87
2012-01-06,2012-01-06,tariffs_china,Tariffs & China,sp500,1,0.4588,positive,114,Twitter,"""Getting China to stop playing its currency charades can begin whenever we elect a president ready to take decisive action."" #TimeToGetTough",1277.8101,Not President (Pre-2017),Not In Office,0.2262,100226.16,0.8828,100882.75,5.2058,105205.77
2012-01-12,2012-01-12,tariffs_china,Tariffs & China,sp500,1,0.0,neutral,110,Twitter,The US is always getting ripped off! China gets cheap oil from Iran and Iraq as US pays for Hormuz Patrols to (cont) http://tl.gd/f9uvoa ,1295.5,Not President (Pre-2017),Not In Office,-0.4948,99505.21,1.4666,101466.62,4.3435,104343.5
2012-01-17,2012-01-17,tariffs_china,Tariffs & China,sp500,2,0.0,neutral,150,Twitter,@BarackObama won’t approve the Keystone Pipeline so Canada is now looking to sell their oil to China (cont) http://tl.gd/fd0h00 ,1293.67,Not President (Pre-2017),Not In Office,1.1108,101110.79,1.6217,101621.74,4.9758,104975.77
2012-01-18,2012-01-18,tariffs_china,Tariffs & China,sp500,1,-0.6369,negative,108,Twitter,"“China presents three big threats to the United States in its outrageous currency manipulation, its systematic (cont) http://tl.gd/fdjjc3 ",1308.04,Not President (Pre-2017),Not In Office,0.4939,100493.87,1.3776,101377.64,4.0664,104066.39
2012-01-19,2012-01-19,tariffs_china,Tariffs & China,sp500,1,-0.128,negative,87,Twitter,"""A tough negotiator can make the Chinese back off. We've done it before."" #TimeToGetTough http://amzn.to/wwX  http://bit.ly/ApzIojH11 ",1314.5,Not President (Pre-2017),Not In Office,0.0669,100066.95,0.299,100298.98,3.6295,103629.52
2012-01-20,2012-01-20,tariffs_china,Tariffs & China,sp500,2,-0.2523,negative,777,Twitter,Canada will now sell its oil to China because @BarackObama rejected Keystone. At least China knows a good deal when they see it.,1315.38,Not President (Pre-2017),Not In Office,0.0471,100047.13,0.0722,100072.22,3.5602,103560.19
2012-01-23,2012-01-23,tariffs_china,Tariffs & China,sp500,1,0.6854,positive,52,Twitter,"""I have great respect for the people that represent China. What I don't respect is the way that we negotiate and (cont) http://tl.gd/fghhlr ",1316.0,Not President (Pre-2017),Not In Office,-0.1026,99897.42,-0.2272,99772.8,3.1657,103165.65
2012-01-24,2012-01-24,tariffs_china,Tariffs & China,sp500,1,-0.4939,negative,69,Twitter,"""It starts with China and OPEC. The hundreds of billions of dollars they steal from us each year must end right (cont) http://tl.gd/fh6mek ",1314.65,Not President (Pre-2017),Not In Office,0.8679,100867.92,-0.1704,99829.61,3.7128,103712.78
2012-01-26,2012-01-26,tariffs_china,Tariffs & China,sp500,1,0.0,neutral,38,Twitter,"My @gretawire interview discussing @IvankaTrump wanting me to run for POTUS, @BarackObama’s SOTU and his China policy http://bit.ly/z1efQf ",1318.4301,Not President (Pre-2017),Not In Office,-0.1593,99840.71,0.5393,100539.27,3.7287,103728.67
2012-01-30,2012-01-30,tariffs_china,Tariffs & China,sp500,1,-0.7914,negative,78,Twitter,"""The military threat from China is gigantic and it's no surprise that the Communist Chinese government lies (cont) http://tl.gd/fknea2 ",1313.01,Not President (Pre-2017),Not In Office,-0.0457,99954.3,2.3854,102385.36,4.0114,104011.4
2012-02-01,2012-02-01,tariffs_china,Tariffs & China,sp500,2,-0.212,negative,105,Twitter,"""A tough negotiator can make the Chinese back off. We've done it before."" #TimeToGetTough http://amzn.to/x2SUlu  http://bit.ly/wNYhAc ",1324.09,Not President (Pre-2017),Not In Office,0.1095,100109.51,1.9538,101953.79,3.4393,103439.34
2012-02-06,2012-02-06,tariffs_china,Tariffs & China,sp500,2,0.1594,positive,254,Twitter,"As China is building an air and naval force, @BarackObama is cutting ours. http://bit.ly/zyzUSp  He is weakening our national security.",1344.33,Not President (Pre-2017),Not In Office,0.2023,100202.33,0.5534,100553.44,0.6174,100617.41
2012-02-07,2012-02-07,tariffs_china,Tariffs & China,sp500,1,-0.2035,negative,176,Twitter,I endorsed @MittRomney not because I agree with him on every issue but because he will get tough with China.,1347.05,Not President (Pre-2017),Not In Office,0.216,100216.03,0.2561,100256.12,1.4001,101400.1
2012-02-08,2012-02-08,tariffs_china,Tariffs & China,sp500,3,0.1517,positive,153,Twitter,Why is @MittRomney the only guy who talks about getting tough with China and their currency manipulation?,1349.96,Not President (Pre-2017),Not In Office,0.1474,100147.41,-0.4985,99501.47,1.5489,101548.93
2012-02-09,2012-02-09,tariffs_china,Tariffs & China,sp500,1,0.0,neutral,2055,Twitter,"Jon Huntsman called to see me. I said no, he gave away our country to China! @JonHuntsman",1351.95,Not President (Pre-2017),Not In Office,-0.6886,99311.37,0.4505,100450.46,1.4157,101415.73
2012-02-10,2012-02-10,tariffs_china,Tariffs & China,sp500,1,0.1779,positive,37,Twitter,@MittRomney will give a great speech at CPAC today. He understands the threat from China.,1342.64,Not President (Pre-2017),Not In Office,0.68,100680.0,1.3846,101384.59,2.119,102118.96
2012-02-13,2012-02-13,tariffs_china,Tariffs & China,sp500,3,-0.1963,negative,347,Twitter,"""Look, when it comes to China, America better stop messing around. China sees us as a naive, gullible, foolish (cont) http://tl.gd/ft8q68 ",1351.77,Not President (Pre-2017),Not In Office,-0.094,99906.05,0.7723,100772.32,3.1448,103144.77
2012-02-14,2012-02-14,tariffs_china,Tariffs & China,sp500,3,-0.1582,negative,745,Twitter,So wrong! @BarackObama is hosting China's VP Xi Jinping today at the Pentagon with a full honor ceremony with music and cannons...,1350.5,Not President (Pre-2017),Not In Office,-0.5383,99461.68,0.8671,100867.09,3.8578,103857.83
2012-02-15,2012-02-15,tariffs_china,Tariffs & China,sp500,5,0.0959,positive,466,Twitter,Canada's PM was in China last week brokering a deal to sell the oil @BarackObama rejected in Keystone. http://bit.ly/xUAFde  Unbelievable!,1343.23,Not President (Pre-2017),Not In Office,1.1026,101102.57,1.0743,101074.28,4.5368,104536.83
2012-02-16,2012-02-16,tariffs_china,Tariffs & China,sp500,2,0.0721,positive,83,Twitter,"He @MittRomney gets the China problem, why don't the others?",1358.04,Not President (Pre-2017),Not In Office,0.2349,100234.9,0.3991,100399.1,3.8077,103807.69
2012-02-17,2012-02-17,tariffs_china,Tariffs & China,sp500,2,0.1909,positive,501,Twitter,Our ally Canada wants to send their oil down south to us. @BarackObama is forcing Canada to send it west to China.,1361.23,Not President (Pre-2017),Not In Office,0.072,100071.99,0.3313,100331.32,3.5644,103564.42
2012-02-21,2012-02-21,tariffs_china,Tariffs & China,sp500,2,0.2424,positive,90,Twitter,"""Right now we have a president and a Treasury secretary who shrug while China tears away hundreds of thousands (cont) http://tl.gd/g1vo61 ",1362.21,Not President (Pre-2017),Not In Office,-0.334,99665.98,0.7319,100731.91,2.2441,102244.15
2012-02-22,2012-02-22,tariffs_china,Tariffs & China,sp500,1,-0.128,negative,64,Twitter,"""America's relationship with China is at a crossroads. We only have a short window of time to make the tough (cont) http://tl.gd/g2ida8 ",1357.66,Not President (Pre-2017),Not In Office,0.4272,100427.21,0.5907,100590.73,2.9057,102905.73
2012-02-23,2012-02-23,tariffs_china,Tariffs & China,sp500,1,0.552,positive,31,Twitter,"""If China didn't play games with its currency and we played on a level economic playing field, we could easily (cont) http://tl.gd/g34s1g ",1363.46,Not President (Pre-2017),Not In Office,0.1672,100167.22,0.7796,100779.63,3.8908,103890.84
2012-02-24,2012-02-24,tariffs_china,Tariffs & China,sp500,1,-0.1779,negative,77,Twitter,"""For a country like China, being able to steal our military designs represents hundreds of billions in savings (cont) http://tl.gd/g3nd51 ",1365.74,Not President (Pre-2017),Not In Office,0.1355,100135.46,0.2848,100284.83,3.7174,103717.4
2012-02-28,2012-02-28,tariffs_china,Tariffs & China,sp500,2,-0.0468,neutral,172,Twitter,"""American corporations and entrepreneurs are masters of technological and business innovation, but the Chinese (cont) http://tl.gd/g5tm5a ",1372.1801,Not President (Pre-2017),Not In Office,-0.4737,99526.3,-2.1003,97899.69,2.2665,102266.46
2012-02-29,2012-02-29,tariffs_china,Tariffs & China,sp500,1,-0.6705,negative,235,Twitter,China is getting minerals from Afghanistan http://usat.ly/t69pc1  We are getting our troops killed by the Afghani govt't. Time to get out.,1365.6801,Not President (Pre-2017),Not In Office,0.6158,100615.8,-0.9556,99044.42,3.1332,103133.23
2012-03-01,2012-03-01,tariffs_china,Tariffs & China,sp500,2,0.0386,neutral,145,Twitter,"""The Chinese laugh at how weak and pathetic our government is in combating intellectual property theft."" (cont) http://tl.gd/g70qiu ",1374.09,Not President (Pre-2017),Not In Office,-0.3246,99675.42,-0.5953,99404.7,3.2713,103271.26
2012-03-06,2012-03-06,tariffs_china,Tariffs & China,sp500,3,-0.6743,negative,412,Twitter,China is raising its defense budget by 11% http://bit.ly/zO1KvF  @BarackObama wants to cut ours by over $1Trillion. Wrong policy.,1343.36,Not President (Pre-2017),Not In Office,0.6901,100690.06,3.9148,103914.81,4.0734,104073.37
2012-03-08,2012-03-08,tariffs_china,Tariffs & China,sp500,1,0.2732,positive,45,Twitter,"""Getting China to stop playing its currency charades can begin whenever we elect a president ready to take (cont) http://tl.gd/garokg ",1365.91,Not President (Pre-2017),Not In Office,0.3631,100363.13,2.6861,102686.12,1.1926,101192.61
2012-03-12,2012-03-12,tariffs_china,Tariffs & China,sp500,1,0.5267,positive,57,Twitter,"China talks about the so-called ""carbon footprint"" and then, behind our leaders backs, they laugh. They could (cont) http://tl.gd/gd1gc2 ",1371.09,Not President (Pre-2017),Not In Office,1.8132,101813.16,2.8197,102819.65,-0.1736,99826.42
2012-03-21,2012-03-21,tariffs_china,Tariffs & China,sp500,1,-0.5719,negative,110,Twitter,"""We have to get tough on China. For every one American child there are four Chinese. China is out to steal our (cont) http://tl.gd/gi2v23 ",1402.89,Not President (Pre-2017),Not In Office,-0.7207,99279.34,0.1889,100188.9,-1.7364,98263.58
2012-03-23,2012-03-23,tariffs_china,Tariffs & China,sp500,2,0.1134,positive,183,Twitter,"""With China beating us like a punching bag daily, OPEC vacuuming our wallets clean, and jobs nowhere in sight, (cont) http://tl.gd/gjbglv ",1397.11,Not President (Pre-2017),Not In Office,1.3886,101388.58,0.8131,100813.11,-2.1595,97840.54
